Subject;BlockCounter;Blocks;BlockList;Category[LogLevel5];Category[SubTrial];Exemplar[LogLevel5];Exemplar[SubTrial];Item;Typicality[LogLevel5];Typicality[SubTrial];RpWordQ.RESP;Retrieval: item accuracy;Retrieval: item and side correct;Response.RESP;Test: item accuracy;Test: side and item correct;Correct[LogLevel5];Correct[SubTrial];Side[LogLevel5];Side[SubTrial];SoundFile[LogLevel5];SoundFile[SubTrial];EncodeSideQ.ACC;EncodeSideQ.RESP;EncodeSideQ.RT;RpSideQ.ACC;RpSideQ.RESP;RpSideQ.RT;RpSideQ RT if item and side correct;TestSideQ.ACC;TestSideQ.RESP;TestSideQ.RT;ListSet[LogLevel5];ListSet[SubTrial];RetStem[LogLevel5];RetStem[SubTrial];TestStem;Retrieval round
25;7;7;1;;Yrke;;Kock;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;kock.wav;1;{RIGHTARROW};332;;;;;;;;;1;;Ko;K;
25;7;7;1;;Klädesplagg;;Mössa;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;mössa.wav;1;{LEFTARROW};449;;;;;;;;;2;;Mö;M;
25;7;7;2;Klädesplagg;;Halsduk;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;halsduk.wav;;;;;1;{RIGHTARROW};1195;;;;;2;;Ha;;;1
25;7;7;2;Klädesplagg;;Pullover;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;pullover.wav;;;;;1;{RIGHTARROW};289;;;;;2;;Pu;;;1
25;7;7;2;Klädesplagg;;Fluga;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;fluga.wav;;;;;1;{RIGHTARROW};939;;;;;2;;Fl;;;1
25;7;7;2;Sport;;Cricket;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;cricket.wav;;;;;1;{LEFTARROW};300;;;;;3;;Cr;;;1
25;7;7;2;Klädesplagg;;Overall;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;overall.wav;;;;;1;{RIGHTARROW};278;;;;;2;;Ov;;;1
25;7;7;2;Sport;;Karate;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;karate.wav;;;;;1;{LEFTARROW};385;;;;;3;;Ka;;;1
25;7;7;2;Sport;;Fäktning;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;fäktning.wav;;;;;0;{RIGHTARROW};296;;;;;3;;Fä;;;1
25;7;7;2;Sport;;Diskus;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;diskus.wav;;;;;1;{LEFTARROW};307;;;;;3;;Di;;;1
25;7;7;2;Klädesplagg;;Pullover;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;pullover.wav;;;;;1;{RIGHTARROW};1389;;;;;2;;Pu;;;2
25;7;7;2;Klädesplagg;;Fluga;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;fluga.wav;;;;;1;{RIGHTARROW};540;;;;;2;;Fl;;;2
25;7;7;2;Sport;;Karate;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;karate.wav;;;;;1;{LEFTARROW};381;;;;;3;;Ka;;;2
25;7;7;2;Sport;;Fäktning;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;fäktning.wav;;;;;1;{LEFTARROW};307;;;;;3;;Fä;;;2
25;7;7;2;Klädesplagg;;Overall;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;overall.wav;;;;;1;{RIGHTARROW};812;;;;;2;;Ov;;;2
25;7;7;2;Sport;;Diskus;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;diskus.wav;;;;;1;{LEFTARROW};321;;;;;3;;Di;;;2
25;7;7;2;Klädesplagg;;Halsduk;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;halsduk.wav;;;;;1;{RIGHTARROW};234;;;;;2;;Ha;;;2
25;7;7;2;Sport;;Cricket;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;cricket.wav;;;;;1;{LEFTARROW};343;;;;;3;;Cr;;;2
25;7;7;2;Klädesplagg;;Halsduk;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;halsduk.wav;;;;;1;{RIGHTARROW};336;;;;;2;;Ha;;;3
25;7;7;2;Klädesplagg;;Pullover;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;pullover.wav;;;;;1;{RIGHTARROW};761;;;;;2;;Pu;;;3
25;7;7;2;Sport;;Cricket;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;cricket.wav;;;;;1;{LEFTARROW};657;;;;;3;;Cr;;;3
25;7;7;2;Sport;;Karate;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;karate.wav;;;;;1;{LEFTARROW};397;;;;;3;;Ka;;;3
25;7;7;2;Klädesplagg;;Overall;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;overall.wav;;;;;1;{RIGHTARROW};292;;;;;2;;Ov;;;3
25;7;7;2;Sport;;Fäktning;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;fäktning.wav;;;;;1;{LEFTARROW};430;;;;;3;;Fä;;;3
25;7;7;2;Sport;;Diskus;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;diskus.wav;;;;;0;{RIGHTARROW};850;;;;;3;;Di;;;3
25;7;7;2;Klädesplagg;;Fluga;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;fluga.wav;;;;;1;{RIGHTARROW};485;;;;;2;;Fl;;;3
25;7;7;4;;Klädesplagg;;Halsduk;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;halsduk.wav;;;;;;;;1;{RIGHTARROW};383;;2;;Ha;H;
25;7;7;4;;Yrke;;Frisör;NrpHigh;;high;;;;3;0;0;;{LEFTARROW};;-10000;;frisör.wav;;;;;;;;1;{LEFTARROW};667;;1;;Fr;F;
25;7;7;4;;Klädesplagg;;Jacka;RpMinus;;high;;;;1;1;0;;{LEFTARROW};;-10000;;jacka.wav;;;;;;;;0;{RIGHTARROW};315;;2;;Ja;J;
25;7;7;4;;Klädesplagg;;Mössa;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;mössa.wav;;;;;;;;1;{LEFTARROW};314;;2;;Mö;M;
25;7;7;4;;Yrke;;Präst;NrpLow;;low;;;;2;0;0;;{RIGHTARROW};;10000;;präst.wav;;;;;;;;1;{RIGHTARROW};312;;1;;Pr;P;
25;7;7;4;;Yrke;;Advokat;NrpHigh;;high;;;;2;0;0;;{LEFTARROW};;-10000;;advokat.wav;;;;;;;;1;{LEFTARROW};327;;1;;Ad;A;
25;7;7;4;;Sport;;Badminton;RpMinus;;high;;;;2;0;0;;{RIGHTARROW};;10000;;badminton.wav;;;;;;;;0;{LEFTARROW};355;;3;;Ba;B;
25;7;7;4;;Klädesplagg;;Skjorta;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;skjorta.wav;;;;;;;;0;{RIGHTARROW};368;;2;;Sk;S;
25;7;7;4;;Sport;;Simning;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;simning.wav;;;;;;;;0;{LEFTARROW};507;;3;;Si;S;
25;7;7;4;;Yrke;;Kock;NrpLow;;low;;;;3;0;0;;{RIGHTARROW};;10000;;kock.wav;;;;;;;;1;{RIGHTARROW};289;;1;;Ko;K;
25;7;7;4;;Yrke;;Ingenjör;NrpHigh;;high;;;;1;1;1;;{LEFTARROW};;-10000;;ingenjör.wav;;;;;;;;1;{LEFTARROW};288;;1;;In;I;
25;7;7;4;;Klädesplagg;;Overall;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;overall.wav;;;;;;;;1;{RIGHTARROW};528;;2;;Ov;O;
25;7;7;4;;Yrke;;Brandman;NrpHigh;;high;;;;2;0;0;;{LEFTARROW};;-10000;;brandman.wav;;;;;;;;0;{RIGHTARROW};358;;1;;Br;B;
25;7;7;4;;Yrke;;Designer;NrpLow;;low;;;;3;0;0;;{RIGHTARROW};;10000;;designer.wav;;;;;;;;0;{LEFTARROW};563;;1;;De;D;
25;7;7;4;;Sport;;Karate;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;karate.wav;;;;;;;;1;{LEFTARROW};311;;3;;Ka;K;
25;7;7;4;;Sport;;Golf;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;golf.wav;;;;;;;;1;{RIGHTARROW};373;;3;;Go;G;
25;7;7;4;;Sport;;Innebandy;RpMinus;;high;;;;1;1;1;;{RIGHTARROW};;10000;;innebandy.wav;;;;;;;;1;{RIGHTARROW};354;;3;;In;I;
25;7;7;4;;Sport;;Fäktning;RpPlus;;low;;;;2;0;0;;{LEFTARROW};;-10000;;fäktning.wav;;;;;;;;0;{RIGHTARROW};303;;3;;Fä;F;
25;7;7;4;;Sport;;Diskus;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;diskus.wav;;;;;;;;1;{LEFTARROW};589;;3;;Di;D;
25;7;7;4;;Klädesplagg;;Linne;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;linne.wav;;;;;;;;0;{RIGHTARROW};528;;2;;Li;L;
25;7;7;4;;Yrke;;Tandläkare;NrpLow;;low;;;;3;0;0;;{RIGHTARROW};;10000;;tandläkare.wav;;;;;;;;1;{RIGHTARROW};468;;1;;Ta;T;
25;7;7;4;;Klädesplagg;;Fluga;RpPlus;;low;;;;3;0;0;;{RIGHTARROW};;10000;;fluga.wav;;;;;;;;1;{RIGHTARROW};381;;2;;Fl;F;
25;7;7;4;;Sport;;Cricket;RpPlus;;low;;;;1;1;0;;{LEFTARROW};;-10000;;cricket.wav;;;;;;;;0;{RIGHTARROW};601;;3;;Cr;C;
25;7;7;4;;Klädesplagg;;Pullover;RpPlus;;low;;;;3;0;0;;{RIGHTARROW};;10000;;pullover.wav;;;;;;;;0;{LEFTARROW};635;;2;;Pu;P;
25;8;5;1;;Musikstil;;Soul;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;soul.wav;1;{LEFTARROW};457;;;;;;;;;2;;So;S;
25;8;5;1;;Musikstil;;Progg;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;progg.wav;1;{RIGHTARROW};396;;;;;;;;;2;;Pr;P;
25;8;5;1;;Musikstil;;Dansband;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;dansband.wav;1;{LEFTARROW};673;;;;;;;;;2;;Da;D;
25;8;5;1;;Musikinstrument;;Ukulele;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;ukulele.wav;1;{RIGHTARROW};361;;;;;;;;;1;;Uk;U;
25;8;5;1;;Vapen;;Hagelgevär;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;hagelgevär.wav;1;{RIGHTARROW};569;;;;;;;;;3;;Ha;H;
25;8;5;1;;Musikinstrument;;Elbas;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;elbas.wav;1;{RIGHTARROW};869;;;;;;;;;1;;El;E;
25;8;5;1;;Musikstil;;Klassisk;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;klassisk.wav;1;{LEFTARROW};311;;;;;;;;;2;;Kl;K;
25;8;5;1;;Vapen;;Revolver;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;revolver.wav;1;{RIGHTARROW};466;;;;;;;;;3;;Re;R;
25;8;5;1;;Musikstil;;Opera;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;opera.wav;1;{RIGHTARROW};292;;;;;;;;;2;;Op;O;
25;8;5;1;;Vapen;;Automatvapen;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;automatvapen.wav;1;{LEFTARROW};364;;;;;;;;;3;;Au;A;
25;8;5;1;;Musikstil;;Trance;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;trance.wav;1;{RIGHTARROW};358;;;;;;;;;2;;Tr;T;
25;8;5;1;;Vapen;;Lans;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;lans.wav;1;{LEFTARROW};1163;;;;;;;;;3;;La;L;
25;8;5;1;;Vapen;;Svärd;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;svärd.wav;0;;0;;;;;;;;;3;;Sv;S;
25;8;5;1;;Musikinstrument;;Flöjt;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;flöjt.wav;1;{LEFTARROW};356;;;;;;;;;1;;Fl;F;
25;8;5;1;;Musikinstrument;;Banjo;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;banjo.wav;1;{RIGHTARROW};280;;;;;;;;;1;;Ba;B;
25;8;5;1;;Musikstil;;Reggae;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;reggae.wav;1;{LEFTARROW};383;;;;;;;;;2;;Re;R;
25;8;5;1;;Musikstil;;Electro;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;electro.wav;1;{RIGHTARROW};306;;;;;;;;;2;;El;E;
25;8;5;1;;Vapen;;Elpistol;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;elpistol.wav;1;{LEFTARROW};509;;;;;;;;;3;;El;E;
25;8;5;1;;Musikinstrument;;Saxofon;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;saxofon.wav;1;{LEFTARROW};287;;;;;;;;;1;;Sa;S;
25;8;5;1;;Vapen;;Dolk;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;dolk.wav;1;{LEFTARROW};681;;;;;;;;;3;;Do;D;
25;8;5;1;;Musikinstrument;;Munspel;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;munspel.wav;1;{LEFTARROW};303;;;;;;;;;1;;Mu;M;
25;8;5;1;;Vapen;;Kanon;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;kanon.wav;1;{RIGHTARROW};327;;;;;;;;;3;;Ka;K;
25;8;5;1;;Musikinstrument;;Luta;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;luta.wav;1;{RIGHTARROW};286;;;;;;;;;1;;Lu;L;
25;8;5;1;;Musikinstrument;;Trombon;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;trombon.wav;1;{LEFTARROW};567;;;;;;;;;1;;Tr;T;
25;8;5;2;Musikstil;;Progg;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;progg.wav;;;;;1;{RIGHTARROW};701;;;;;2;;Pr;;;1
25;8;5;2;Musikstil;;Trance;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;trance.wav;;;;;0;{LEFTARROW};471;;;;;2;;Tr;;;1
25;8;5;2;Musikstil;;Electro;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;electro.wav;;;;;1;{RIGHTARROW};298;;;;;2;;El;;;1
25;8;5;2;Vapen;;Automatvapen;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;automatvapen.wav;;;;;0;{RIGHTARROW};581;;;;;3;;Au;;;1
25;8;5;2;Musikstil;;Opera;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;opera.wav;;;;;1;{RIGHTARROW};275;;;;;2;;Op;;;1
25;8;5;2;Vapen;;Elpistol;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;elpistol.wav;;;;;0;{RIGHTARROW};381;;;;;3;;El;;;1
25;8;5;2;Vapen;;Dolk;;;low;;3;0;0;;;;{LEFTARROW};;-10000;;dolk.wav;;;;;1;{LEFTARROW};708;;;;;3;;Do;;;1
25;8;5;2;Vapen;;Lans;;;low;;3;0;0;;;;{LEFTARROW};;-10000;;lans.wav;;;;;0;{RIGHTARROW};462;;;;;3;;La;;;1
25;8;5;2;Musikstil;;Trance;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;trance.wav;;;;;1;{RIGHTARROW};737;;;;;2;;Tr;;;2
25;8;5;2;Vapen;;Dolk;;;low;;3;0;0;;;;{LEFTARROW};;-10000;;dolk.wav;;;;;1;{LEFTARROW};410;;;;;3;;Do;;;2
25;8;5;2;Vapen;;Elpistol;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;elpistol.wav;;;;;0;{RIGHTARROW};352;;;;;3;;El;;;2
25;8;5;2;Vapen;;Automatvapen;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;automatvapen.wav;;;;;1;{LEFTARROW};344;;;;;3;;Au;;;2
25;8;5;2;Musikstil;;Opera;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;opera.wav;;;;;1;{RIGHTARROW};833;;;;;2;;Op;;;2
25;8;5;2;Musikstil;;Electro;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;electro.wav;;;;;1;{RIGHTARROW};694;;;;;2;;El;;;2
25;8;5;2;Vapen;;Lans;;;low;;3;0;0;;;;{LEFTARROW};;-10000;;lans.wav;;;;;1;{LEFTARROW};352;;;;;3;;La;;;2
25;8;5;2;Musikstil;;Progg;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;progg.wav;;;;;1;{RIGHTARROW};425;;;;;2;;Pr;;;2
25;8;5;2;Musikstil;;Trance;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;trance.wav;;;;;1;{RIGHTARROW};381;;;;;2;;Tr;;;3
25;8;5;2;Vapen;;Lans;;;low;;3;0;0;;;;{LEFTARROW};;-10000;;lans.wav;;;;;1;{LEFTARROW};418;;;;;3;;La;;;3
25;8;5;2;Musikstil;;Electro;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;electro.wav;;;;;1;{RIGHTARROW};343;;;;;2;;El;;;3
25;8;5;2;Musikstil;;Progg;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;progg.wav;;;;;1;{RIGHTARROW};383;;;;;2;;Pr;;;3
25;8;5;2;Vapen;;Dolk;;;low;;3;0;0;;;;{LEFTARROW};;-10000;;dolk.wav;;;;;1;{LEFTARROW};278;;;;;3;;Do;;;3
25;8;5;2;Musikstil;;Opera;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;opera.wav;;;;;1;{RIGHTARROW};288;;;;;2;;Op;;;3
25;8;5;2;Vapen;;Automatvapen;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;automatvapen.wav;;;;;0;{RIGHTARROW};571;;;;;3;;Au;;;3
25;8;5;2;Vapen;;Elpistol;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;elpistol.wav;;;;;0;{RIGHTARROW};443;;;;;3;;El;;;3
25;8;5;4;;Vapen;;Lans;RpPlus;;low;;;;3;0;0;;{LEFTARROW};;-10000;;lans.wav;;;;;;;;0;{RIGHTARROW};439;;3;;La;L;
25;8;5;4;;Musikinstrument;;Luta;NrpLow;;low;;;;1;1;1;;{RIGHTARROW};;10000;;luta.wav;;;;;;;;1;{RIGHTARROW};288;;1;;Lu;L;
25;8;5;4;;Musikinstrument;;Trombon;NrpHigh;;high;;;;1;1;1;;{LEFTARROW};;-10000;;trombon.wav;;;;;;;;1;{LEFTARROW};351;;1;;Tr;T;
25;8;5;4;;Musikstil;;Progg;RpPlus;;low;;;;3;0;0;;{RIGHTARROW};;10000;;progg.wav;;;;;;;;1;{RIGHTARROW};300;;2;;Pr;P;
25;8;5;4;;Vapen;;Kanon;RpMinus;;high;;;;2;0;0;;{RIGHTARROW};;10000;;kanon.wav;;;;;;;;1;{RIGHTARROW};491;;3;;Ka;K;
25;8;5;4;;Vapen;;Elpistol;RpPlus;;low;;;;1;1;0;;{LEFTARROW};;-10000;;elpistol.wav;;;;;;;;0;{RIGHTARROW};467;;3;;El;E;
25;8;5;4;;Musikinstrument;;Ukulele;NrpLow;;low;;;;3;0;0;;{RIGHTARROW};;10000;;ukulele.wav;;;;;;;;0;{LEFTARROW};459;;1;;Uk;U;
25;8;5;4;;Musikinstrument;;Munspel;NrpHigh;;high;;;;1;1;0;;{LEFTARROW};;-10000;;munspel.wav;;;;;;;;0;{RIGHTARROW};356;;1;;Mu;M;
25;8;5;4;;Musikstil;;Klassisk;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;klassisk.wav;;;;;;;;0;{RIGHTARROW};273;;2;;Kl;K;
25;8;5;4;;Musikstil;;Reggae;RpMinus;;high;;;;1;1;0;;{LEFTARROW};;-10000;;reggae.wav;;;;;;;;0;{RIGHTARROW};290;;2;;Re;R;
25;8;5;4;;Musikinstrument;;Flöjt;NrpHigh;;high;;;;3;0;0;;{LEFTARROW};;-10000;;flöjt.wav;;;;;;;;0;{RIGHTARROW};481;;1;;Fl;F;
25;8;5;4;;Vapen;;Hagelgevär;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;hagelgevär.wav;;;;;;;;0;{LEFTARROW};585;;3;;Ha;H;
25;8;5;4;;Musikinstrument;;Banjo;NrpLow;;low;;;;3;0;0;;{RIGHTARROW};;10000;;banjo.wav;;;;;;;;1;{RIGHTARROW};301;;1;;Ba;B;
25;8;5;4;;Vapen;;Svärd;RpMinus;;high;;;;1;1;1;;{RIGHTARROW};;10000;;svärd.wav;;;;;;;;1;{RIGHTARROW};444;;3;;Sv;S;
25;8;5;4;;Musikstil;;Electro;RpPlus;;low;;;;3;0;0;;{RIGHTARROW};;10000;;electro.wav;;;;;;;;0;{LEFTARROW};438;;2;;El;E;
25;8;5;4;;Musikstil;;Opera;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;opera.wav;;;;;;;;1;{RIGHTARROW};622;;2;;Op;O;
25;8;5;4;;Musikinstrument;;Elbas;NrpLow;;low;;;;2;0;0;;{RIGHTARROW};;10000;;elbas.wav;;;;;;;;1;{RIGHTARROW};304;;1;;El;E;
25;8;5;4;;Musikinstrument;;Saxofon;NrpHigh;;high;;;;3;0;0;;{LEFTARROW};;-10000;;saxofon.wav;;;;;;;;1;{LEFTARROW};496;;1;;Sa;S;
25;8;5;4;;Vapen;;Automatvapen;RpPlus;;low;;;;1;1;0;;{LEFTARROW};;-10000;;automatvapen.wav;;;;;;;;0;{RIGHTARROW};695;;3;;Au;A;
25;8;5;4;;Vapen;;Dolk;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;dolk.wav;;;;;;;;1;{LEFTARROW};278;;3;;Do;D;
25;8;5;4;;Musikstil;;Soul;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;soul.wav;;;;;;;;0;{RIGHTARROW};245;;2;;So;S;
25;8;5;4;;Musikstil;;Dansband;RpMinus;;high;;;;1;1;0;;{LEFTARROW};;-10000;;dansband.wav;;;;;;;;0;{RIGHTARROW};262;;2;;Da;D;
25;8;5;4;;Vapen;;Revolver;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;revolver.wav;;;;;;;;0;{LEFTARROW};279;;3;;Re;R;
25;8;5;4;;Musikstil;;Trance;RpPlus;;low;;;;3;0;0;;{RIGHTARROW};;10000;;trance.wav;;;;;;;;1;{RIGHTARROW};374;;2;;Tr;T;
26;1;1;1;;Frukt;;Pomerans;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;pomerans.wav;1;{RIGHTARROW};1150;;;;;;;;;1;;Po;P;
26;1;1;1;;Frukt;;Guava;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;guava.wav;1;{RIGHTARROW};423;;;;;;;;;1;;Gu;G;
26;1;1;1;;Frukt;;Vindruva;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;vindruva.wav;1;{LEFTARROW};359;;;;;;;;;1;;Vi;V;
26;1;1;1;;Krydda;;Rosmarin;NrpHigh;;high;;;;;;;;{RIGHTARROW};;10000;;rosmarin.wav;1;{RIGHTARROW};488;;;;;;;;;3;;Ro;R;
26;1;1;1;;Krydda;;Koriander;NrpLow;;low;;;;;;;;{LEFTARROW};;-10000;;koriander.wav;1;{LEFTARROW};517;;;;;;;;;3;;Ko;K;
26;1;1;1;;Fotbeklädnad;;Socka;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;socka.wav;1;{RIGHTARROW};551;;;;;;;;;2;;So;S;
26;1;1;1;;Krydda;;Muskot;NrpLow;;low;;;;;;;;{LEFTARROW};;-10000;;muskot.wav;1;{LEFTARROW};486;;;;;;;;;3;;Mu;M;
26;1;1;1;;Frukt;;Mango;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;mango.wav;1;{LEFTARROW};452;;;;;;;;;1;;Ma;M;
26;1;1;1;;Fotbeklädnad;;Raggsocka;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;raggsocka.wav;1;{LEFTARROW};519;;;;;;;;;2;;Ra;R;
26;1;1;1;;Fotbeklädnad;;Damask;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;damask.wav;1;{LEFTARROW};233;;;;;;;;;2;;Da;D;
26;1;1;1;;Frukt;;Ananas;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;ananas.wav;1;{LEFTARROW};421;;;;;;;;;1;;An;A;
26;1;1;1;;Fotbeklädnad;;Känga;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;känga.wav;1;{RIGHTARROW};564;;;;;;;;;2;;Kä;K;
26;1;1;1;;Fotbeklädnad;;Boots;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;boots.wav;1;{LEFTARROW};463;;;;;;;;;2;;Bo;B;
26;1;1;1;;Frukt;;Satsuma;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;satsuma.wav;1;{RIGHTARROW};405;;;;;;;;;1;;Sa;S;
26;1;1;1;;Krydda;;Wasabi;NrpLow;;low;;;;;;;;{LEFTARROW};;-10000;;wasabi.wav;1;{LEFTARROW};454;;;;;;;;;3;;Wa;W;
26;1;1;1;;Krydda;;Oregano;NrpHigh;;high;;;;;;;;{RIGHTARROW};;10000;;oregano.wav;1;{RIGHTARROW};295;;;;;;;;;3;;Or;O;
26;1;1;1;;Frukt;;Fikon;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;fikon.wav;1;{RIGHTARROW};318;;;;;;;;;1;;Fi;F;
26;1;1;1;;Krydda;;Basilika;NrpHigh;;high;;;;;;;;{RIGHTARROW};;10000;;basilika.wav;1;{RIGHTARROW};490;;;;;;;;;3;;Ba;B;
26;1;1;1;;Fotbeklädnad;;Nätstrumpa;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;nätstrumpa.wav;1;{LEFTARROW};444;;;;;;;;;2;;Nä;N;
26;1;1;1;;Fotbeklädnad;;Toffel;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;toffel.wav;1;{RIGHTARROW};584;;;;;;;;;2;;To;T;
26;1;1;1;;Fotbeklädnad;;Pumps;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;pumps.wav;1;{RIGHTARROW};383;;;;;;;;;2;;Pu;P;
26;1;1;1;;Krydda;;Anis;NrpLow;;low;;;;;;;;{LEFTARROW};;-10000;;anis.wav;1;{LEFTARROW};405;;;;;;;;;3;;An;A;
26;1;1;1;;Krydda;;Saffran;NrpHigh;;high;;;;;;;;{RIGHTARROW};;10000;;saffran.wav;1;{RIGHTARROW};379;;;;;;;;;3;;Sa;S;
26;1;1;1;;Frukt;;Citron;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;citron.wav;1;{LEFTARROW};321;;;;;;;;;1;;Ci;C;
26;1;1;2;Fotbeklädnad;;Raggsocka;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;raggsocka.wav;;;;;0;{RIGHTARROW};470;;;;;2;;Ra;;;1
26;1;1;2;Fotbeklädnad;;Boots;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;boots.wav;;;;;1;{LEFTARROW};361;;;;;2;;Bo;;;1
26;1;1;2;Frukt;;Guava;;;low;;1;1;0;;;;{RIGHTARROW};;10000;;guava.wav;;;;;0;{LEFTARROW};1519;;;;;1;;Gu;;;1
26;1;1;2;Frukt;;Fikon;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;fikon.wav;;;;;1;{RIGHTARROW};409;;;;;1;;Fi;;;1
